4	0.05923255	4.486715	7.8453684	0.04394739	-0.2514147	-0.08496263
12	0.11270944	4.698458	7.5343227	0.0082205	-0.23998277	-0.079970986
22	0.1088021	5.1634407	7.767968	-0.22362904	0.0027227136	-0.02974041
32	0.31097806	5.1284275	7.8759847	-0.3123092	-0.013526302	-0.014084807
42	0.29756096	5.0630183	8.258617	-0.3212802	-0.03164282	-0.019530235
52	0.21973026	4.929719	8.57083	-0.2881015	-0.058608156	-0.043336526
63	0.08010041	4.766568	8.72427	-0.2517812	-0.07021459	-0.056985
72	-0.020254945	4.6933537	8.6219225	-0.20984094	-0.090826936	-0.070598565
82	-0.13846147	4.6529393	8.41965	-0.20106193	-0.1020145	-0.069272116
92	-0.124651715	4.664326	8.384514	-0.2223724	-0.10072295	-0.06026622
102	-0.07009265	4.548121	8.182606	-0.24048892	-0.111840695	-0.051330134
113	-0.020312406	4.4802985	8.130163	-0.28120744	-0.13454743	-0.030455995
122	0.03161304	4.4548335	8.197182	-0.302867	-0.15285593	-0.011955505
132	0.0557849	4.472455	8.388182	-0.30672416	-0.15592772	0.010122909
142	0.21402247	4.504748	8.648699	-0.29956833	-0.124354705	0.01569051
153	0.37605247	4.644866	8.968182	-0.26923448	-0.028379053	0.009372418
162	0.31153354	4.628078	8.98067	-0.24544565	-0.017208947	-0.0016755161
172	0.2260701	4.597681	8.911639	-0.20790362	-0.027436575	-0.005253441
183	0.26003903	4.5378933	8.899209	-0.18167132	-0.03330088	-0.012601277
192	0.16642575	4.429666	8.876408	-0.1458397	-0.022462387	-0.011972958
202	0.04277002	4.317761	8.708009	-0.13353515	-0.023579398	-0.008744099
212	0.05356308	4.324292	8.674279	-0.1412844	-0.04447099	-0.007888888
222	0.037378278	4.2615547	8.693423	-0.15229744	-0.05185373	-0.004834562
232	0.053821657	4.2731137	8.814627	-0.15196581	-0.038798667	4.886922E-4
243	0.10138007	4.312235	8.87248	-0.13850933	-0.035011306	-8.726646E-5
252	0.11948981	4.2914343	8.968124	-0.10149089	-0.035290558	-0.0010995574
262	0.21566011	4.3365026	8.908145	-0.07836528	-0.033283427	-0.005654867
273	0.2518796	4.3565183	8.728781	-0.07377507	-0.02979277	-0.013561208
282	0.29270554	4.3698583	8.553775	-0.0786969	-0.025743606	-0.012444197
292	0.2593974	4.386963	8.542435	-0.087545715	-0.0066497047	-0.008395034
302	0.2934525	4.4932747	8.299337	-0.10423106	-0.0077667153	-0.0118333325
312	0.31606334	4.5067396	8.161355	-0.14639822	-0.033196162	-0.024242623
322	0.28080153	4.4203286	8.203962	-0.17832029	-0.03689626	-0.028379053
333	0.1723921	4.3397107	8.478903	-0.2128429	-0.02693043	-0.024888394
342	0.10589076	4.2614202	8.691507	-0.22036527	-0.029461158	-0.021275563
353	0.049617436	4.1669836	8.9312525	-0.19978784	-0.020402899	-0.007958702
362	-0.009519346	4.045224	9.29116	-0.1643053	0.012164945	0.004660029
372	0.09058701	4.0714264	9.219113	-0.12041026	0.031450834	0.015289084
383	0.17083108	4.1191664	8.891404	-0.09341002	0.025534166	0.015515977
392	0.25238717	4.219359	8.730063	-0.10419615	0.028885199	0.014625859
402	0.2980398	4.31348	8.570006	-0.11812388	0.033143803	0.01303761
412	0.30697498	4.3362823	8.485625	-0.12620476	0.005375614	-0.0011868239
422	0.29889214	4.2589397	8.418608	-0.12643164	-0.021729348	-0.01823869
432	0.19494548	4.151172	8.553994	-0.11671016	-0.036023594	-0.030298917
442	0.064308256	4.064378	8.761514	-0.10691887	-0.036250487	-0.025638886
453	0.07594407	4.0502424	8.73921	-0.113882735	-0.04548328	-0.0113795465
462	0.030578746	4.0629315	9.047143	-0.11164871	-0.022863813	0.004171337
472	0.09883265	4.1081247	9.0504465	-0.08698721	-0.0072954763	0.01685988
483	0.27586952	4.168104	8.832373	-0.07881907	-0.0146084055	0.009180432
492	0.28984207	4.1816454	8.799524	-0.07894124	0.003979351	0.0013962634
502	0.37086186	4.293857	8.521002	-0.085241884	-0.014643312	-0.009826204
512	0.28319573	4.285305	8.3976145	-0.098419115	-0.038606685	-0.023247786
522	0.24581747	4.1919503	8.530799	-0.10119419	-0.03275983	-0.024678955
532	0.24963863	4.1247115	8.568943	-0.09937905	-0.03721042	-0.028396508
542	0.14736791	4.05392	8.820948	-0.09649926	-0.04246386	-0.02438225
552	0.07934384	3.999629	9.085067	-0.061191242	-0.029373892	-0.0069115036
563	0.12524548	3.909607	9.230941	-0.019233529	-0.028745573	0.002391101
572	0.16061263	3.8896296	9.235538	0.035657078	2.2689281E-4	0.0049043754
582	0.1955105	3.9877825	8.943444	0.041957714	0.0041015237	0.0032986724
593	0.17235379	4.0350056	8.834183	0.029565878	0.0053930674	0.01288053
602	0.21697214	4.1191473	8.759302	0.019582594	0.011938052	0.017837266
612	0.2948124	4.1490464	8.660881	0.012653637	0.009424778	0.0066671576
622	0.36063382	4.2065167	8.473425	0.0029670596	-0.0037873646	-0.0047996556
633	0.34645057	4.277433	8.365178	-0.03312635	-0.019006636	-0.018989183
642	0.23244825	4.234816	8.421537	-0.05417502	-0.02167699	-0.021223204
652	0.26288337	4.186472	8.575456	-0.06346017	-0.03021165	-0.028431414
662	0.21275835	4.0754104	8.753067	-0.055850536	-0.02321288	-0.030264009
673	0.25205198	4.1006737	8.748892	-0.04701917	-0.02289872	-0.03223623
682	0.23981282	4.1216183	8.896576	-0.029094638	-0.021135937	-0.030647982
693	0.24731146	4.113708	8.894373	-0.0060562924	-0.022654373	-0.035168383
702	0.38646245	4.1464605	8.738778	-0.006143559	-0.03302163	-0.049654618
712	0.55539733	4.262033	8.616397	-0.020367993	-0.06026622	-0.08785988
722	0.9924732	4.607507	8.346857	-0.042219516	-0.07888888	-0.14032447
732	0.95691454	4.734534	8.365456	-0.08798204	-0.06674139	-0.21570525
742	0.76777256	4.684026	8.29045	-0.12054989	-0.068626344	-0.2499486
752	0.7000646	4.616576	8.185766	-0.18296286	-0.08810422	-0.29298842
762	0.59375244	4.4646688	8.073162	-0.23307127	-0.08733627	-0.31422907
773	0.453548	4.3937817	7.7771525	-0.32878512	-0.09311332	-0.33904767
782	0.33100316	4.48297	7.358598	-0.43008402	-0.09889036	-0.35810664
